,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
34,what grade did you get,p244p245-part1_ch2_452.997240_453.742870_q24_T_T,0.745623583,82.89624466,166.2064578,123.703105,24.68781581,119.0459335,358.4414524,0.85915493,62.21984885,89.49482712,81.84702378,7.35345388,76.46891674,0.040095382,0.084205418,12.11141591,6.705796484,5,0,TRUE,1,244,245,244,English,Male,-0.6022,-0.1867,-0.8618,-0.1265,-0.4862,-0.0279,-0.2149,1.5384,2.7157,2.0897,2.2694,-0.7578,1.6617,0.7736,-0.5206,0.0543,2.2054,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0.07,0.93,0.49,0.51
35,do you currently own a tennis racquet,p216p217-part1_ch2_168.348640_170.161900_q15_F_T,1.813265306,175.4406734,346.5245991,222.4249654,31.55524909,216.8164726,428.8230136,0.617977528,33.73018613,71.3433511,65.50339838,8.191622177,60.96578161,0.040038586,0.108334512,12.35836854,3.860438942,7,0,TRUE,1,216,217,216,English,Female,-0.2339,1.4407,-0.1801,0.3997,-0.5706,0.3071,-0.3507,0.1384,0.0278,-0.1137,0.1436,-0.4548,0.171,1.3896,0.7022,-0.4573,0.3005,7,64.37,103.7,11,8.51,3.5,2.9,8.5,2,8.5,5.75,0,6,64.37,0.285714286,1,1,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0.285714286,0.142857143,0,0.15,0.85,0.36,0.64
36,any foods,p306p307-part2_ch1_23.939220_24.553040_q7_T_F,0.613809524,97.26438122,572.5292016,173.7728523,146.0076423,119.8140254,1125.414179,0.568965517,41.64301265,73.49494657,67.35997544,9.296923774,63.44406081,0.044715726,0.109983453,12.42984445,3.258339798,2,1,FALSE,1,306,307,307,English,Male,-0.6417,0.1484,1.4977,0.8401,2.8753,-0.0138,1.4118,0.1117,0.842,0.2111,0.4239,-0.2799,0.4626,1.1405,0.1873,0.1293,-0.1414,2,120.21,144.8,2,0.8,0,-1.7,0.1,0,0.1,-7.41,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.73,0.27,0.46,0.54
37,have you ever gotten in trouble with the police,p228p229-part2_ch1_231.826000_233.634000_q12_F_F,1.808004535,77.56901865,119.8858097,91.52996141,7.043028261,90.32788817,180.7422001,0.700564972,39.42376305,72.69136057,67.26827588,7.536220401,65.99899839,0.026435583,0.147235999,12.30930738,4.97786362,9,1,FALSE,1,228,229,229,English,Male,-0.2836,-0.311,-1.1307,-0.7477,-0.9751,-0.5552,-0.5918,0.7587,0.6399,0.1167,0.4122,-0.7128,0.6978,-0.3112,1.2102,0.1009,1.0291,9,79.26,113.7,13,3.6,3.5,3.5,5.84,1,5.84,6.06,0,4.4,79.26,0.111111111,0,1,0,0.111111111,0,0.111111111,0,0,0,0.333333333,0,0,0,0,0,0.111111111,0.222222222,0.111111111,0.74,0.26,0.45,0.55
38,what'd,p506p507-part1_ch2_498.282780_498.662780_q10_T_T,0.38,97.38858922,145.82807,108.783649,11.70910324,104.1389455,355.8890799,0.685714286,36.00747759,74.01586051,67.90541889,10.31277894,63.63250919,0.032392182,0.248289184,9.589369603,2.631578947,1,0,TRUE,1,506,507,506,English,Male,-0.7118,0.1513,-0.9801,-0.4146,-0.8458,-0.3016,-0.2203,0.6857,0.3288,0.2722,0.4934,-0.0301,0.4799,0.1618,3.985,-0.5395,-0.5681,1,121.22,145.8,1,0.4,-0.5,26.2,0.05,0,0.05,-16.41,0,-3.5,121.22,0,0,1,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.27,0.73,0.55,0.45
39,um what classes are you taking,p334p335-part2_ch1_380.958060_382.546380_q21_T_F,1.588321995,89.77012813,212.1671552,193.0140869,16.40113186,195.9326413,266.2641324,0.670967742,32.14781292,79.66546707,71.93786246,9.327237675,67.62687642,0.010773589,0.079050437,14.46546958,3.777571561,6,1,FALSE,1,334,335,335,English,Female,-0.3013,-0.5574,-0.9603,-0.1681,-0.9905,-0.0763,-0.6954,0.399,-0.1163,0.8634,0.9633,-0.1756,0.7842,-0.9346,-0.1019,0.0388,0.2441,6,90.77,122.7,8,2.4,2,1.2,6.57,1,6.57,3.35,0,2.1,90.77,0.166666667,0,1,0,0.333333333,0.166666667,0,0,0,0.166666667,0.166666667,0,0,0.166666667,0,0,0.166666667,0,0,0.82,0.18,0.50,0.50
40,oh yeah what happened,p496p497-part2_ch1_368.762590_370.158680_q12_T_T,1.396099773,84.83003501,590.1086103,167.6403912,78.38227375,176.8443602,809.5265451,0.779411765,44.76947001,75.70482151,69.50503151,7.859833398,69.36561407,0.02811385,0.072138977,15.31749117,2.86512474,4,0,TRUE,1,496,497,497,English,Female,-0.359,-0.6726,1.2343,-0.658,0.7269,-0.4267,0.4568,0.9321,1.0331,0.3984,0.6534,-0.5364,0.9443,0.4426,-0.2917,0.2394,-0.377,4,92.8,124.8,5,1.6,1,1.8,7.78,1,7.78,2.9,0,1.3,92.8,0.25,0,1,0,0.25,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0.19,0.81,0.49,0.51
41,what style are they like loafers or,p368p369-part1_ch2_972.944172_974.805579_q4_F_F,1.861405896,90.91181608,574.5007528,123.8276837,66.10937086,112.8805891,1148.500805,0.661202186,30.20466994,79.67021352,67.53134107,9.382092713,64.29345033,0.022857947,0.08866137,12.4203904,3.760598382,7,1,FALSE,1,368,369,368,English,Male,-0.2676,0.0002,1.5092,-0.1241,0.6615,-0.1411,1.4608,0.5652,-0.1996,0.9361,0.4457,-0.2589,0.5408,-0.5953,-0.3982,0.1271,0.2005,7,115.13,139.7,7,2.8,2.5,1.6,0.35,0,0.35,4.07,0,-1.2,115.13,0.142857143,0,1,0,0.285714286,0.142857143,0,0.142857143,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0.78,0.22,0.52,0.48
42,how many roommates do you have,p442p443-part1_ch2_373.851380_375.380300_q19_F_T,1.528911565,78.63332827,137.0586732,110.5904489,13.57702485,109.119166,160.7828884,0.77852349,35.90493199,69.94292451,62.0281937,8.442782661,60.91467192,0.019656923,0.076795879,17.43710585,3.9243604,6,0,TRUE,1,442,443,442,English,Male,-0.3673,-0.2861,-1.031,-0.3797,-0.794,-0.2102,-0.6341,1.142,0.3195,-0.206,-0.2553,-0.4899,0.2297,-0.8496,-0.724,1.3083,0.312,6,99.23,128.7,7,2.4,2,1.2,6.57,1,6.57,3.35,0,0.9,99.23,0.166666667,0,1,0,0.166666667,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0.166666667,0,0.333333333,0.166666667,0.166666667,0.22,0.78,0.54,0.46
43,who was the last person you were in a physical fight with a,p516p517-part1_ch2_603.042549_604.754926_q23_F_T,1.712380952,74.83650693,153.5993005,115.3107285,18.9783671,113.1697009,286.0822525,0.672619048,50.39438932,78.95665266,72.23530027,5.935577917,70.73558494,0.026089185,0.086258136,12.51297239,7.591768632,13,0,TRUE,1,516,517,516,English,Male,-0.3123,-0.3747,-0.935,-0.2886,-0.6444,-0.1358,-0.3683,0.6213,1.6389,0.8524,1.045,-1.1064,1.1339,-0.3387,-0.4642,0.1489,2.8085,13,92.12,121.6,16,8.28,6.5,2.1,5.5,1,5.5,2.83,0,3.6,92.12,0.076923077,1,1,0,0.153846154,0.076923077,0.230769231,0,0.076923077,0.076923077,0,0.076923077,0.076923077,0,0,0,0,0.153846154,0.076923077,0.32,0.68,0.35,0.65
44,was it recently,p436p437-part1_ch2_428.786020_429.744520_q14_F_T,0.958503401,85.81547287,595.4211984,208.2711371,120.7687573,157.8355768,2036.04994,0.576086957,31.74349917,72.89297683,64.57043692,9.364739926,61.97104262,0.030512534,0.131083906,8.904966855,3.129879347,3,0,TRUE,1,436,437,436,English,Male,-0.5384,-0.1186,1.6306,1.5062,2.176,0.6842,3.3432,0.1468,-0.0595,0.1404,0.0686,-0.2632,0.327,0.0126,0.7667,-0.7007,-0.2288,3,59.97,101.8,5,14.53,1.5,0.5,9.05,1,9.05,-0.46,0,5.6,59.97,0.333333333,1,1,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0.52,0.48,0.28,0.72
45,is it a thing in co- was it a pretty com- popular to do so in high school,p532p533-part1_ch2_409.256100_412.071280_q24_F_F,2.815170068,115.9851616,189.0551504,146.3999886,14.24630334,141.0297362,195.0313012,0.737410072,34.3862667,75.59482254,69.64925443,7.89758442,69.26637068,0.021571694,0.099735554,16.48638765,6.393929875,18,1,FALSE,1,532,533,532,English,Male,0.0184,0.585,-0.7291,0.3117,-0.7755,0.3757,-0.5615,0.9399,0.1812,0.4576,0.7155,-0.624,0.9986,-0.6975,-0.0941,1.0844,1.9931,18,87.05,116.5,21,9.42,9,2.2,5.41,1,5.41,-0.19,0,5.6,87.05,0.05,1,1,0,0.15,0.15,0.1,0.05,0.1,0,0.05,0,0,0,0,0,0.15,0.15,0.15,0.27,0.73,0.42,0.58
46,um do you do you like dogs more than cats,p256p257-part1_ch2_1275.278630_1278.468630_q22_F_F,3.19,79.74385115,239.0751117,167.0307769,44.98578078,185.1465597,384.0209871,0.661392405,30.25224935,71.33645234,64.06428128,10.76262001,58.79189376,0.01963107,0.061456086,16.47427278,3.134796238,10,1,FALSE,1,256,257,256,English,Female,0.179,-0.7913,-0.8041,-0.6698,-0.1985,-0.2743,-0.4457,0.3519,-0.2889,-0.1145,-0.0397,0.1774,-0.0292,-0.2311,-0.5851,0.5118,-0.1934,10,112.09,136.7,10,4,4,-1.5,0.5,0,0.5,-0.21,0,0.1,112.09,0,0,1,0,0.2,0,0,0,0.2,0,0,0,0,0.1,0,0,0.2,0,0,0.81,0.19,0.51,0.49
47,cool what neighborhood did you grow up in,p244p245-part2_ch1_98.406580_100.746580_q1_F_T,2.34,86.89611174,223.6406423,167.9622275,41.86477099,189.7164959,305.4129597,0.573913043,30.42000378,67.00416359,59.39785572,6.690835047,56.29604232,0.017742918,0.112452682,12.37557061,3.418803419,8,0,TRUE,1,244,245,245,English,Female,-0.0759,-0.6245,-0.8937,-0.6518,-0.2849,-0.1904,-0.6124,-0.0782,-0.2736,-0.6232,-0.6342,-0.8239,-0.259,-0.3811,0.8152,-0.4533,-0.0001,8,88.74,120.7,10,3.2,4,2.6,0.4,0,0.4,5,0,2.9,88.74,0.125,1,1,0,0.25,0.125,0,0,0.125,0.125,0.25,0,0,0,0.125,0,0.125,0.5,0.375,0.13,0.87,0.39,0.61
48,do you buy things on amazon or other,p302p303-part1_ch2_594.868180_597.621260_q10_T_T,2.7530839,77.46707601,267.735541,173.0133862,63.38983753,206.293933,499.0515476,0.400735294,27.540661,71.89699998,62.04247013,11.870531,58.06660005,0.030804895,0.12941238,8.016235456,2.905832256,8,0,TRUE,1,302,303,302,English,Female,0.048,-0.8444,-0.6377,-0.5543,0.3115,0.1139,-0.2017,-0.9296,-0.5358,-0.0487,-0.2973,0.4498,-0.0959,0.6563,1.2809,-1.4797,-0.3493,8,88.74,120.7,10,3.2,3,-0.4,6.01,1,6.01,1.41,0,2.9,88.74,0,0,1,0,0.375,0.25,0,0.125,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.16,0.84,0.40,0.60
49,i haven't seen it,p270p271-part2_ch1_631.022060_632.022060_q17_F_T,1,79.96323018,262.7655129,150.2158254,57.95048367,179.0852575,474.1991562,0.587628866,26.1814944,64.34391759,56.83088882,8.463767617,55.97921818,0.023989287,0.130148716,7.420223314,4,4,0,TRUE,1,270,271,271,English,Female,-0.4777,-0.7862,-0.6665,-0.9944,0.1608,-0.3856,-0.2544,-0.0108,-0.6596,-0.9355,-0.9612,-0.3879,-0.2881,0.115,1.3012,-1.62,0.3955,4,118.18,142.8,4,1.6,1,1.8,0.2,0,0.2,-4.36,0,-2.3,118.18,0,0,1,0.125,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.14,0.86,0.45,0.55
50,um ha- was there ever a time that it was like possible that you might,p300p301-part2_ch1_562.614510_565.959510_q8_T_T,3.345011338,75.38939452,308.0611075,172.865545,54.7420708,181.138382,684.1254426,0.401812689,27.22389037,75.41470859,66.72292622,10.8906536,62.3443363,0.033964321,0.086086078,9.245147138,4.484289733,15,0,TRUE,1,300,301,301,English,Female,0.2255,-0.8928,-0.4035,-0.5571,0.0719,-0.3479,0.1908,-0.9243,-0.5646,0.3643,0.2989,0.2089,0.2979,0.9072,0.0913,-1.1903,0.7252,15,90.09,119.6,18,6,7.5,3.4,0.74,0,0.74,3.01,0,4.4,90.09,0.0625,1,1,0,0.25,0.1875,0.0625,0,0,0,0,0,0,0.0625,0,0,0,0.125,0,0.09,0.91,0.39,0.61
51,where was your first home,p310p311-part1_ch2_31.918790_32.892650_q2_T_T,0.973854875,72.69894226,591.4816438,225.1501077,106.6516141,212.8402943,1624.994627,0.585106383,48.84278032,70.642665,63.17200488,5.869929862,58.54866786,0.035816336,0.126660159,10.18736707,5.13423522,5,0,TRUE,1,310,311,310,English,Female,-0.4856,-0.9556,1.2423,0.4523,1.5101,0.2341,2.1864,-0.0232,1.404,-0.196,-0.1534,-1.0257,-0.0516,1.0543,1.2054,-0.9685,1.1677,5,117.16,141.8,5,2,1.5,0.9,0.25,0,0.25,2.64,0,-1.9,117.16,0,0,1,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0.4,0.2,0.28,0.72,0.42,0.58
52,do you do any online shopping,p330p331-part1_ch2_143.400700_144.608760_q10_F_T,1.208049887,172.1904433,238.4102695,204.5795411,16.93537968,207.3482275,280.6540883,0.794871795,46.16089338,73.09343159,66.43049439,5.210601675,64.93243126,0.01650128,0.070083082,15.73512135,4.966682309,6,0,TRUE,1,330,331,330,English,Female,-0.4153,1.3649,-0.8079,0.0552,-0.9757,0.1333,-0.6649,1.0081,1.1598,0.0918,0.2617,-1.1879,0.5362,-0.4797,-0.3482,0.3378,1.0536,6,90.77,122.7,8,2.4,2,0.4,6.57,1,6.57,2.37,0,2.1,90.77,0.166666667,0,1,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.61,0.39,0.49,0.51
53,what kind,p374p375-part2_ch1_54.819760_55.319760_q22_F_F,0.5,178.3862452,271.0741675,219.1414918,33.70784048,208.5110608,719.8709323,0.595744681,38.07131431,68.969108,60.91430258,7.749053651,56.05999271,0.028035392,0.111936885,9.543072378,4,2,1,FALSE,1,374,375,375,English,Female,-0.6277,1.5094,-0.6183,0.3363,-0.5109,0.1546,0.2666,0.0291,0.4231,-0.3925,-0.441,-0.5636,-0.2807,0.4363,0.8011,-1.1202,0.3955,2,120.21,144.8,2,0.8,0,-1.7,0.1,0,0.1,-7.41,0,-3.1,120.21,0,0,1,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.84,0.16,0.53,0.47
54,what was the cat's name,p228p229-part1_ch2_266.215280_267.205430_q22_T_T,0.99015873,81.62297796,227.7334356,161.1209475,44.28746967,180.2178284,423.122263,0.8125,41.21292208,72.65786376,66.54290333,6.903054778,64.08012497,0.026692738,0.086564353,14.89794473,5.049695415,5,0,TRUE,1,228,229,228,English,Female,-0.4807,-0.7474,-0.8699,-0.7839,-0.2178,-0.3648,-0.3627,1.0948,0.7092,0.0406,0.276,-0.7717,0.4577,0.3297,0.1044,0.1407,1.1101,5,117.16,141.8,5,2,1.5,2.7,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0.111111111,0.111111111,0.111111111,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.15,0.85,0.52,0.48
55,why didn't you like it,p374p375-part2_ch1_266.268120_267.134310_q17_F_F,0.866190476,94.53836469,213.5593464,186.4121851,35.14715155,194.5058104,315.0902228,0.590361446,24.36303931,70.36644298,62.41229937,13.77448115,59.47572396,0.01477214,0.072645111,16.62995313,5.772402419,5,1,FALSE,1,374,375,375,English,Female,-0.5179,-0.4462,-0.9522,-0.2956,-0.4711,-0.1025,-0.5919,0.0027,-0.8251,-0.2284,-0.2502,0.918,0.0338,-0.617,-0.2778,0.5485,1.6021,5,100.24,129.8,6,2,1.5,1.8,0.25,0,0.25,-2.01,0,0.5,100.24,0,0,1,0,0.222222222,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.67,0.33,0.44,0.56
56,why,p306p307-part2_ch1_115.317200_115.838170_q24_F_F,0.520975057,97.41110294,466.2150374,142.1743604,80.53634288,127.7636068,1264.0291,0.734693878,40.14320731,73.44907833,68.05012924,10.26418432,67.42206678,0.030081696,0.116786834,11.84958097,1.919477693,1,1,FALSE,1,306,307,307,English,Male,-0.6696,0.1518,0.8803,0.2301,1.0613,0.1321,1.7058,0.9265,0.7054,0.2057,0.5118,-0.042,0.8288,-0.0216,0.3741,-0.0073,-1.0528,1,121.22,145.8,1,0.4,-0.5,-6.9,0.05,0,0.05,-28.01,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0.67,0.60,0.40
57,okay um who ended your last romantic relationship,p224p225-part2_ch1_448.190770_452.295800_q23_F_T,4.105034014,71.29766171,380.3777033,189.8584021,32.60963146,198.9616477,389.9571587,0.496314496,29.69767757,76.21143354,67.73155216,13.16745788,61.50197834,0.025026452,0.063451941,15.9462162,1.948826727,8,0,TRUE,1,224,225,225,English,Female,0.4534,-0.9883,0.0164,-0.229,-0.5414,-0.0207,-0.4331,-0.4597,-0.3394,0.4578,0.4274,0.7688,0.2203,0.1974,-0.5303,0.3875,-1.0008,8,46.44,90.7,14,13.2,5,7.3,9.95,3,9.95,10.8,0,8.8,46.44,0.25,2,1,0,0.25,0.125,0,0,0,0.125,0.25,0,0,0.125,0.25,0,0,0.25,0,0.11,0.89,0.15,0.85
58,um do you know anybody that does,p350p351-part1_ch2_861.553100_863.623100_q11_F_T,2.07,75.09439815,261.1679366,182.4146182,58.63307872,213.4173837,469.1807426,0.620689655,15.54767931,68.66490733,60.54335756,12.72807383,55.50472739,0.022001214,0.084219405,12.58632983,3.381642512,7,0,TRUE,1,350,351,350,English,Female,-0.1569,-0.8997,-0.6758,-0.3728,0.1797,0.2447,-0.2651,0.1518,-1.6279,-0.4282,-0.4883,0.6607,-0.3318,-0.0429,0.04,-0.4036,-0.0254,7,106.67,133.7,8,2.8,2.5,-0.6,0.35,0,0.35,1.57,0,0.1,106.67,0.142857143,0,1,0,0.428571429,0.285714286,0,0,0,0,0,0,0,0.142857143,0,0,0.428571429,0,0,0.17,0.83,0.43,0.57
59,why did you hate it,p300p301-part1_ch2_384.038240_384.719810_q17_F_T,0.681564626,225.5311229,280.9354299,246.5138993,10.38888682,243.1089366,306.4021633,0.892307692,27.47467763,68.63287063,64.90296934,9.217612927,64.56731923,0.017399507,0.089634643,19.5274859,7.336061483,5,0,TRUE,1,300,301,300,English,Female,-0.5732,2.609,-0.561,0.8648,-1.157,0.7898,-0.6103,1.4872,-0.5418,-0.432,0.0671,-0.2025,0.5025,-0.4083,0.1887,1.2307,2.6665,5,117.16,141.8,5,2,1.5,-4.9,0.25,0,0.25,-4.33,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.23,0.77,0.39,0.61
60,okay and uh like er-do you live there now is that,p342p343-part2_ch1_7.655380_12.374350_q1_T_F,4.718979592,80.55861055,597.7498732,197.0719421,49.34399813,199.0408102,506.9514066,0.653846154,24.89688852,78.32688616,68.73808657,13.84816876,63.52764677,0.015940189,0.062641705,17.15682148,2.331012412,11,1,FALSE,1,342,343,343,English,Female,0.6375,-0.7723,1.2787,-0.0898,-0.0777,-0.0192,-0.1849,0.3148,-0.7765,0.7062,0.5557,0.9361,0.4068,-0.5242,-0.5525,0.6725,-0.7406,11,102.61,129.6,12,4.4,4.5,0.8,0.55,0,0.55,1.55,0,1.7,102.61,0,0,1,0,0.181818182,0.090909091,0,0.090909091,0,0,0,0.090909091,0.090909091,0.090909091,0,0,0.272727273,0.090909091,0,0.78,0.22,0.47,0.53
61,and where was thehome,p532p533-part2_ch1_74.619310_75.365860_q2_F_T,0.746553288,133.3249451,216.7756678,154.928586,23.0220488,143.3539399,228.3074906,0.957746479,58.80243699,71.37181045,67.67491489,3.236909839,67.64207036,0.012562338,0.075004809,19.14882323,5.357956444,4,0,TRUE,1,532,533,533,English,Male,-0.6019,0.9894,-0.5681,0.4763,-0.5323,0.4183,-0.4909,2.0231,2.4045,-0.0382,0.464,-1.77,0.8491,-1.413,-0.7732,1.7113,1.2879,4,92.8,124.8,5,1.6,1,1.8,7.78,1,7.78,2.9,0,1.3,92.8,0.25,0,1,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.67,0.33,0.59,0.41
62,where is he a doctor,p440p441-part1_ch2_276.742797_277.891553_q4_T_T,1.148752834,113.0818803,189.1364314,148.5240596,21.33352872,157.7082724,306.0483991,0.567567568,36.30465134,79.17280594,69.92165598,10.9172746,62.21132133,0.023448962,0.083394672,15.80259423,4.352546388,5,0,TRUE,1,440,441,440,English,Male,-0.4813,0.5173,-0.7286,0.3527,-0.5791,0.6819,-0.326,0.1049,0.3559,0.8777,0.7502,0.1186,0.3491,-0.5484,-0.5428,0.9234,0.6035,5,100.24,129.8,6,2,1.5,-4,0.25,0,0.25,-3.17,0,0.5,100.24,0,0,1,0,0.2,0,0.2,0,0,0.2,0.2,0.2,0.2,0,0,0,0.2,0.2,0.2,0.13,0.87,0.55,0.45
63,oh what ha- how did you uh get her do you f- did you find her like,p438p439-part2_ch1_864.331750_868.261290_q22_T_T,3.929546485,87.89166693,133.2198178,113.614439,10.4781078,112.9570458,123.1771829,0.511568123,18.83902929,73.58071144,65.88865852,16.47785442,61.31123023,0.02832322,0.076581959,14.50879643,4.326198981,17,0,TRUE,1,438,439,439,English,Male,0.3525,-0.0702,-1.0533,-0.3213,-0.8799,-0.1397,-0.7139,-0.1704,-1.2345,0.2212,0.2365,1.4859,0.2662,-0.1613,-0.7299,0.6188,0.5855,17,104.98,129.5,17,6.8,7.5,0.9,0.84,0,0.84,-1.23,0,2.8,104.98,0,0,1,0,0.315789474,0.052631579,0,0.052631579,0,0.105263158,0.052631579,0,0,0.105263158,0,0,0.157894737,0,0,0.36,0.64,0.46,0.54
64,uh uh my middle finger on my right hand,p434p435-part1_ch2_124.569260_127.158490_q6_T_F,2.589229025,75.9920783,591.3000778,301.4559053,129.9967753,319.7070241,1024.618115,0.407843137,19.26387029,51.496676,40.3320022,8.303807757,30.23365466,0.045670055,0.223209539,7.493609669,3.475938171,9,1,FALSE,1,434,435,434,English,Male,-0.0494,-0.3478,1.6067,3.3053,2.4317,3.656,1.198,-0.6804,-1.1958,-2.3718,-3.0191,-0.5241,-2.595,1.2163,3.2963,-1.033,0.0067,9,96.18,125.7,11,3.6,3.5,-0.8,0.45,0,0.45,0.9,0,2.1,96.18,0,0,1,0.22222222,0.222222222,0,0,0,0.111111111,0,0,0.222222222,0,0.222222222,0,0,0,0.333333333,0.333333333,0.85,0.15,0.05,0.95
65,haha,p500p501-part1_ch2_859.191870_860.017250_q14_F_F,0.82537415,81.77604731,587.6586948,231.6812081,162.2404299,179.1880588,2858.098859,0.64556962,52.9574594,86.446712,79.45514727,8.097865455,75.88028511,0.056837228,0.178615944,8.685861138,1.211571746,1,1,FALSE,1,500,501,500,English,Male,-0.5783,-0.2128,1.5856,1.9582,3.3251,1.0762,5.0867,0.4884,1.8723,1.7318,1.9647,-0.5747,1.6075,2.1032,2.0718,-0.7522,-1.5347,1,36.62,85.8,2,0.4,-0.5,-2.2,19.48,1,19.48,-22.21,0,8.4,36.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.23,0.31,0.69
66,why not,p326p327-part2_ch1_274.564930_274.897380_q18_F_F,0.33244898,187.3544205,209.5137855,199.0356584,6.420769507,200.8099541,228.1346633,1,65.86891243,72.66187065,70.46636723,2.232082368,70.31709847,0.009717457,0.082701548,18.16698542,6.015960712,2,1,FALSE,1,326,327,327,English,Female,-0.6779,1.7186,-0.9757,-0.0519,-1.267,0.0133,-0.7763,2.0166,2.9544,0.0411,0.7758,-1.9203,1.0319,-1.0184,-0.0017,0.9104,1.7679,2,120.21,144.8,2,0.8,0,-6.4,0.1,0,0.1,-13.21,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.86,0.14,0.58,0.42
67,why not,p304p305-part1_ch2_586.916180_587.301990_q11_T_T,0.385804989,97.97563146,182.5531982,166.4389394,19.72404285,171.768729,458.3424283,0.914285714,58.60840793,66.65641144,64.59826932,2.348322306,65.1363298,0.020236708,0.069936118,13.50663254,5.183966146,2,0,TRUE,1,304,305,304,English,Female,-0.6619,-0.366,-1.1323,-0.6812,-0.8984,-0.5199,-0.288,1.5952,2.2932,-0.664,0.0283,-1.8917,0.5549,-0.183,-0.3522,-0.1869,1.2015,2,120.21,144.8,2,0.8,0,-6.4,0.1,0,0.1,-13.21,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.15,0.85,0.57,0.43
68,my dad is too are you are you a dog person though i,p444p445-part1_ch2_914.639830_917.513832_q22_F_T,2.87399093,102.162024,503.5102557,135.7351001,69.71245001,118.4555951,412.6751395,0.598591549,23.54637394,75.24178816,68.43263904,15.50210719,63.73290124,0.023984812,0.086210532,13.82605168,4.523326732,13,0,TRUE,1,444,445,444,English,Male,0.036,0.2626,1.0969,0.1058,0.7614,-0.0388,-0.0999,0.2574,-0.8059,0.4162,0.5606,1.246,0.4892,-0.5058,-0.4655,0.458,0.7197,13,100.58,127.6,14,5.2,5.5,-0.9,0.64,0,0.64,-0.78,0,2.5,100.58,0,0,1,0.15384615,0.307692308,0,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0.230769231,0,0,0.09,0.91,0.46,0.54
69,what was the cats name,p462p463-part1_ch2_1175.062490_1176.382490_q22_F_F,1.32,94.19004035,489.7743036,128.7085945,75.21744456,114.0836602,966.6073682,0.201550388,34.68103944,68.7034247,62.65144877,7.998455826,61.56971044,0.08709098,0.13510286,3.697893731,3.787878788,5,1,FALSE,1,462,463,462,English,Male,-0.43,0.0767,1.0172,-0.0299,0.9139,-0.119,1.075,-1.6946,0.208,-0.3515,-0.1759,-0.5992,0.29,4.5059,0.877,-1.9267,0.2191,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-0.85,0,-1.9,117.16,0,0,1,0,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.6,0.66,0.34
