,X,Filename,text,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,Trust,Pid1,Pid2,ER_Pid,ER_gender,ER_language,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,freq_long_word,freq_complex_word,reading_ease,Polysyllable_count,sent_count,fernandez_huertta,syble,gunning,inse,difficult,dale,automated,coleman,smog,kincaid,flesch,Conj,Negate,Interrog,Cause,Bio,Health,nonflu,Differ,Money
39,77,p482p483-part1_ch2_95.260390_102.949300_q2_F_F,six years um do you have allergies to any foods,7.688911565,78.113236,572.555437,250.4882133,82.82590975,237.468632,508.7585078,0.273202614,32.2670307,79.45649883,68.05122198,14.8147885,47.82582893,0.019310553,0.063331518,16.74188784,1.300574199,10,FALSE,482,483,482,Female,Mandarin,1.1894,-0.8806,0.8938,0.8127,0.8293,0.6351,-0.1332,-1.6085,-0.1103,0.8842,0.4204,1.045,-1.3702,-0.1798,-0.2834,0.3407,-1.1807,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
40,78,p560p561-part1_ch2_323.397973_323.796946_q14_F_T,she,0.398979592,106.1598969,200.3324375,136.1840749,32.38931267,121.281293,566.3940414,0.555555556,53.12406344,64.23635026,59.95333372,2.793275228,58.53482248,0.04124494,0.097382068,8.170383647,2.506393862,1,TRUE,560,561,560,Male,Mandarin,-0.875,0.2796,-0.9022,-0.0162,-0.4164,-0.0842,0.2717,0.1608,1.9979,-1.441,-0.9273,-2.0587,-0.0384,0.7493,0.1055,-1.0948,-0.1978,1,0,0.05,-47.99,1,1,25.8,3,0.4,0.5,0,0.05,7.3,-10.61,0,20.2,-47.99,0,0,0,0,0,0,0,1,0
41,79,p468p469-part1_ch2_1519.368620_1523.528620_q24_T_T,so you you were a very good student,4.16,80.83669331,210.9784054,140.610204,16.03667789,135.9162269,195.5076983,0.566585956,23.48031461,69.01031238,62.72512137,16.09448665,61.10795459,0.018782253,0.045740441,18.12008092,1.923076923,8,TRUE,468,469,468,Female,Mandarin,0.24,-0.8153,-1.1752,-1.3257,-1.0927,-1.2849,-0.853,-0.0792,-0.9873,-0.7389,-0.5309,1.3745,0.0572,-0.219,-0.8246,0.6725,-0.6569,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
42,80,p266p267-part2_ch1_465.060370_470.510370_q18_F_F,okay um any reason just you never learned or,5.45,76.03154298,515.1977636,190.5374348,55.9570439,186.6769481,379.3511017,0.627306273,24.82145931,73.63546781,66.77747291,14.23790462,65.01045907,0.012356279,0.050898451,17.76594388,1.651376147,9,FALSE,266,267,267,Female,Mandarin,0.587,-0.9306,0.5656,-0.354,0.0561,-0.3252,-0.4305,0.2373,-0.8534,-0.0203,0.1929,0.8964,0.4766,-0.6955,-0.6659,0.5872,-0.8855,8,0.25,9.95,46.44,2,1,90.7,14,13.2,5,3,9.95,6.7,10.11,0,8.8,46.44,0,0,0.125,0,0,0,0.125,0,0
43,81,p266p267-part2_ch1_578.198820_579.064600_q7_F_F,okay what foods,0.865782313,138.457307,293.4007191,191.4246958,36.09920826,186.5011582,678.2156712,0.626506024,36.98300186,66.00321869,61.49852472,7.006045854,60.6724913,0.035276067,0.093710772,12.79354318,3.465074252,3,FALSE,266,267,267,Female,Mandarin,-0.6463,0.5671,-0.7036,-0.3368,-0.5154,-0.3285,0.2563,0.2331,0.3603,-1.2062,-0.7499,-0.9659,0.0104,1.004,0.6512,-0.6099,0.6406,8,0.25,9.95,46.44,2,1,90.7,14,13.2,5,3,9.95,6.7,10.11,0,8.8,46.44,0,0,0.125,0,0,0,0.125,0,0
44,86,p248p249-part1_ch2_1033.217600_1034.377600_q16_T_T,expensive right if,1.16,81.34662085,222.023775,181.207807,27.01615973,184.6924094,283.3677795,0.330357143,32.18496309,69.59927944,61.95111592,8.163276837,59.42479446,0.024838467,0.099840769,8.716269649,2.586206897,3,TRUE,248,249,248,Female,Mandarin,-0.5672,-0.803,-1.112,-0.5356,-0.7767,-0.3627,-0.6511,-1.3106,-0.1185,-0.6474,-0.6691,-0.6679,-0.1237,0.2301,0.8398,-1.5916,-0.0989,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
45,89,p362p363-part2_ch1_1223.620640_1228.988670_q18_F_F,of course not you live in uu,5.368027211,67.68124378,582.1115108,174.2702623,100.4488869,154.6774393,508.927796,0.25891182,22.20194728,71.64473837,61.77920966,17.71898226,49.79624768,0.034693969,0.111782334,10.77379323,1.304017235,7,FALSE,362,363,363,Male,Mandarin,0.4619,-0.6436,1.2823,0.7251,1.5422,0.5472,0.1397,-1.3854,-1.0882,-0.2899,-0.6012,1.7848,-0.9775,0.2636,0.5485,-0.468,-1.2095,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0,0,0,0,0.5,0,0
46,93,p370p371-part2_ch1_126.183710_135.463710_q2_T_F,nine years so living in yuyuan for nine years and you never been to the tourist side,9.28,75.58046791,585.3724756,182.9035456,76.47090977,181.6034818,478.9056076,0.455135135,30.94316195,77.53428591,67.66554002,15.68886751,62.98824878,0.019960579,0.074699017,13.14159901,1.831896552,17,FALSE,370,371,371,Female,Mandarin,1.6175,-0.9414,0.9671,-0.5026,0.6464,-0.4211,-0.2018,-0.6602,-0.2425,0.5855,0.3515,1.27,0.2592,-0.1316,0.0663,-0.5261,-0.7336,15,0.2,6.49,81.63,1,1,113.6,20,8.67,7.5,2,6.49,6.2,6.89,0,5.6,81.63,0,0,0,0,0.066666667,0.066666667,0,0,0
47,96,p398p399-part2_ch1_329.073170_330.213170_q20_F_F,four roommates,1.14,144.331929,538.2466473,192.8230486,64.77819985,182.8163893,687.3446511,0.630630631,39.16118005,75.87715303,70.70568731,7.824592909,68.94205534,0.015608646,0.040415679,14.3108437,1.754385965,2,FALSE,398,399,399,Female,Mandarin,-0.5726,0.7081,0.6975,-0.3095,0.3099,-0.3982,0.2772,0.2546,0.5777,0.328,0.8945,-0.7551,0.8991,-0.4544,-0.9884,-0.2446,-0.7989,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-4.4,-4.43,0,-1.5,116.15,0,0,0,0,0,0,0.142857143,0,0
48,97,p498p499-part1_ch2_1454.991911_1459.828228_q22_F_F,oh so you mean it it has already died now,4.836326531,91.51164112,559.8787848,116.1993881,33.81084429,111.3430506,288.0824123,0.43125,23.4965477,74.40612218,66.85796812,18.32447159,60.14547641,0.019203376,0.055575981,13.77299161,2.067685037,10,FALSE,498,499,498,Male,Mandarin,0.3188,-0.0719,1.1551,-0.4051,-0.3755,-0.2721,-0.3678,-0.4871,-0.959,0.1392,0.3059,1.9407,0.1347,-0.8851,-1.1807,0.2541,-0.5669,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
49,99,p370p371-part2_ch1_823.058790_823.586160_q24_F_F,ok,0.527369615,248.5735595,547.5286645,355.0252827,79.31224637,322.5415029,1483.669213,0.734693878,50.40277802,79.89980317,73.79065263,7.586821951,71.48933105,0.033938349,0.128227769,10.9869473,1.896203294,1,FALSE,370,371,371,Female,Mandarin,-0.7374,3.209,0.7506,2.8472,0.7282,2.2436,2.1072,0.797,1.6997,0.9531,1.4455,-0.8163,1.1728,0.9048,1.7131,-1.0449,-0.6795,15,0.2,6.49,81.63,1,1,113.6,20,8.67,7.5,2,6.49,6.2,6.89,0,5.6,81.63,0,0,0,0,0.066666667,0.066666667,0,0,0
50,101,p508p509-part2_ch1_429.351200_431.441200_q12_F_F,you mean in university or high school,2.09,122.4063209,583.1424645,275.1796198,86.0634885,249.3486257,1185.315327,0.697560976,26.83515862,67.26200623,62.65513462,9.392479335,61.64182623,0.016113925,0.052469579,17.72982681,3.349282297,7,FALSE,508,509,509,Female,Mandarin,-0.317,0.182,0.9544,1.2933,0.9225,0.8597,1.4216,0.6035,-0.6525,-1.0106,-0.5434,-0.3513,0.1145,-0.4169,-0.6176,0.5785,0.5431,9,0.111111111,5.84,96.18,1,1,125.7,11,8.04,4.5,1,5.84,5.6,8.03,0,2.1,96.18,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0
51,102,p484p485-part2_ch1_1249.532000_1249.972000_q22_F_F,so,0.44,113.624221,326.960947,169.5360138,69.49558416,133.0117127,1110.335694,0.707317073,44.09791723,51.82935429,48.55614685,1.935032514,48.13795357,0.029108264,0.169239986,5.374899544,2.272727273,1,FALSE,484,485,485,Male,Mandarin,-0.864,0.4586,-0.1777,0.6329,0.6514,0.1376,1.5218,0.9519,1.0971,-3.3688,-2.9628,-2.2797,-1.1557,-0.1506,2.3161,-1.7678,-0.3944,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
52,103,p276p277-part1_ch2_856.712050_857.590770_q15_T_T,ha,0.878730159,80.22958921,577.636414,288.1820708,136.2584888,266.4590591,1565.409816,0.392857143,45.92588329,86.77708722,79.36885425,8.934901362,76.98103787,0.05583602,0.208110603,9.254270661,1.13800578,1,TRUE,276,277,276,Female,Mandarin,-0.6429,-0.8298,0.9229,1.5463,2.3669,1.1832,2.2951,-0.9848,1.2529,2.0217,2.4417,-0.4692,1.763,2.5286,4.1706,-1.4621,-1.3175,6,0.333333333,9.2,48.47,1,1,92.7,11,9.07,3,2,9.2,8.3,12.05,0,8,48.47,0,0,0,0,0,0,0,0.166666667,0.333333333
53,105,p222p223-part1_ch2_326.227540_328.235530_q15_F_F,what was the most you ever spent on a pair of shoes,2.007981859,82.89693163,152.3165503,115.6281264,17.63127713,111.841321,237.7034634,0.725888325,35.34727121,74.21921918,67.08876654,8.883682779,65.03057361,0.02424228,0.088200764,15.12832179,5.976149607,12,FALSE,222,223,222,Male,Mandarin,-0.4421,-0.2786,-1.177,-0.4162,-0.8411,-0.2627,-0.4836,1.0487,0.2237,0.1102,0.3471,-0.4903,0.6597,-0.5114,-0.177,0.5804,2.7217,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
54,112,p440p441-part2_ch1_314.511293_318.179129_q21_T_T,computers i see so where did you go to college,3.667845805,78.42275082,505.8906936,113.8802647,63.10968935,100.2096221,405.3262675,0.349862259,28.06993636,76.83203269,66.7265302,15.17715619,59.19648349,0.052967237,0.148048325,8.422683692,2.726395964,10,TRUE,440,441,441,Male,Mandarin,0.0045,-0.3859,0.8462,-0.4502,0.4677,-0.4826,-0.0984,-0.9114,-0.5026,0.5162,0.2824,1.1303,0.0327,1.6186,1.6642,-1.0341,-0.0127,7,0.142857143,6.24,89.75,1,1,121.7,9,8.51,3.5,1,6.24,0.3,1.57,0,2.5,89.75,0,0,0,0,0,0,0,0,0
55,115,p222p223-part1_ch2_67.223630_68.379550_q1_F_F,what is your mothers job,1.155918367,88.33469498,158.5103628,123.3015046,16.41540721,122.9262457,178.614008,0.928571429,40.58043653,74.04000858,69.59118312,6.659191458,68.47236016,0.016084885,0.081112026,15.00257691,4.325564972,5,FALSE,222,223,222,Male,Mandarin,-0.6714,-0.1481,-1.1416,-0.2669,-0.8761,-0.0531,-0.6194,2.1051,0.746,0.0823,0.7941,-1.0632,1.0295,-1.1163,-0.3951,0.5501,1.3329,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
56,116,p466p467-part2_ch1_1056.862650_1057.322650_q9_T_T,okay,0.46,104.9235468,158.1663903,117.5738092,11.5057933,119.2396274,225.0598175,0.488372093,26.65478641,54.36003938,47.38972298,6.292903707,45.8948588,0.055426163,0.132355174,5.29115887,2.173913043,1,TRUE,466,467,467,Male,Mandarin,-0.8586,0.2499,-1.1435,-0.3784,-1.0173,-0.1228,-0.5127,-0.1894,-0.6438,-2.9756,-3.1711,-1.1575,-1.3968,1.8009,1.1814,-1.788,-0.4776,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
57,118,p400p401-part2_ch1_777.014200_779.049460_q14_T_T,oh so good job,2.035260771,86.20308655,588.3394644,208.1922845,97.76929304,215.5105583,872.0681356,0.425,32.37887446,76.07889644,67.41466734,12.41627305,64.0797681,0.03362525,0.088796948,8.155664873,1.96535012,4,TRUE,400,401,401,Female,Mandarin,-0.3317,-0.6865,0.9841,-0.0104,1.2593,0.22,0.7017,-0.8172,-0.0992,0.3594,0.3067,0.4273,0.3765,0.8816,0.5,-1.7266,-0.6214,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-4.4,-4.43,0,-1.5,116.15,0,0,0,0,0,0,0.142857143,0,0
58,120,p562p563-part2_ch1_339.049510_339.617140_q12_T_F,for what reason,0.567619048,98.04050282,155.9445003,119.3399062,18.1945639,114.8894641,155.1666873,0.849056604,53.69486402,67.7228338,62.67414836,3.226621675,62.2327728,0.013289309,0.12653698,13.34250973,5.285234899,3,FALSE,562,563,563,Male,Mandarin,-0.8297,0.0848,-1.1562,-0.344,-0.8249,-0.205,-0.6733,1.6907,2.0549,-0.8992,-0.4413,-1.9471,0.359,-1.3236,1.0024,0.1504,2.1404,1,0,0.05,-47.99,1,1,25.8,3,0.4,0.5,0,0.05,7.3,-10.61,0,20.2,-47.99,0,0,0,0,0,0,0,1,0
59,121,p466p467-part1_ch2_412.524070_413.694070_q12_F_F,# how bad was the fight,1.17,160.9620328,218.8591885,194.3665806,12.69179988,197.3621364,240.0175043,0.610619469,32.5749009,63.44508357,56.46486748,7.388002208,53.59182364,0.020084594,0.08647795,12.00634996,5.128205128,6,FALSE,466,467,466,Female,Mandarin,-0.5645,1.107,-1.1301,-0.2795,-1.1889,-0.1232,-0.7507,0.1503,-0.0796,-1.6037,-1.6489,-0.8675,-0.7506,-0.1225,0.4287,-0.7995,2.04,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
60,122,p412p413-part1_ch2_126.966780_131.784750_q3_F_F,"[""yeah that's really cool that she's an architect though what's your fathers job""]",4.817959184,76.79419722,274.3503498,184.1628529,36.96375702,176.939155,260.2053427,0.382845188,22.16164668,78.37823402,67.42370138,14.32090706,61.9910465,0.028213619,0.099079327,10.92572729,2.698237885,13,FALSE,412,413,412,Female,Mandarin,0.417,-0.9123,-0.8126,-0.4781,-0.4905,-0.5093,-0.7043,-1.037,-1.1189,0.7167,0.3083,0.9178,0.1521,0.4803,0.8163,-1.0596,-0.0047,8,0,0.4,114.12,0,1,138.7,8,3.2,3,0,0.4,-2.8,-1.5,0,-0.8,114.12,0.125,0,0,0,0,0,0,0.125,0
61,123,p236p237-part2_ch1_514.003920_514.883920_q7_T_T,"[""you don't""]",0.88,113.6522376,189.1519966,133.5638985,19.07238041,124.2982314,299.2120206,0.435294118,28.80584478,70.93565663,66.06783387,12.03076196,63.98003962,0.021618048,0.125364669,10.31672797,2.272727273,2,TRUE,236,237,237,Male,Mandarin,-0.7456,0.4593,-0.9662,-0.0672,-0.7996,-0.0271,-0.3423,-0.4661,-0.4291,-0.4,0.1648,0.32,0.5468,-0.706,0.9663,-0.578,-0.3944,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
62,125,p484p485-part1_ch2_1041.126830_1041.503190_q14_T_T,oh,0.376349206,130.4649703,180.7870856,150.9266852,14.72219689,147.9262322,527.4487806,0.470588235,37.13470814,62.94714834,58.1379862,8.660271141,56.10820828,0.088680887,0.163237212,4.596217191,2.657106706,1,TRUE,484,485,484,Male,Mandarin,-0.8811,0.8627,-1.0141,0.2707,-0.9248,0.4196,0.1822,-0.2821,0.4021,-1.6413,-1.2515,-0.5479,-0.2992,4.2668,2.1315,-1.9553,-0.071,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
63,128,p478p479-part2_ch1_88.587646_92.809624_q12_T_F,number two how many years did you live in your first home,4.221972789,79.15292659,581.7968492,162.2388714,48.50502938,154.7499623,512.2606556,0.582338902,22.7385343,74.76802781,67.78456154,14.56955351,65.13186679,0.017536185,0.06865133,18.05926836,2.842273174,12,FALSE,478,479,479,Male,Mandarin,0.1535,-0.3684,1.2805,0.4909,0.0474,0.5486,0.1473,0.3004,-1.0347,0.1955,0.4714,0.9738,0.6706,-1.0087,-0.7784,1.286,0.0848,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
64,132,p494p495-part2_ch1_174.464320_174.994320_q7_F_F,which,0.53,167.2368758,168.3180951,167.7774855,0.764537517,167.7774855,108.1219325,0.04,47.79517113,73.84807915,66.58859612,6.254529699,63.22275137,0.091559517,NA,0.16439963,1.886792453,1,FALSE,494,495,495,Male,Mandarin,-0.8398,1.7449,-1.0854,0.5987,-1.3264,0.7949,-0.7814,-2.5265,1.4661,0.0525,0.2578,-1.1674,0.4654,4.4803,#VALUE!,-3.0223,-0.7192,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
65,133,p256p257-part2_ch1_881.208380_887.478130_q9_T_F,okay um have you ever bought anything on ebay,6.269750567,97.47929354,257.8415387,208.5720962,33.15711944,212.763456,170.3123047,0.314606742,29.52039021,76.28759162,67.22123444,16.87215263,37.58605595,0.015406798,0.055292917,19.35080201,1.435463804,9,FALSE,256,257,257,Female,Mandarin,0.8076,-0.416,-0.907,-0.003,-0.6,0.168,-0.9109,-1.3927,-0.3845,0.3918,0.2722,1.5747,-2.4706,-0.4693,-0.5307,0.9688,-1.0672,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
66,134,p276p277-part1_ch2_1068.725840_1072.457140_q19_T_F,"[""no so so you don't like tennis either""]",3.731292517,75.27809847,551.2914829,164.9668024,67.4892935,179.896965,608.8510841,0.505405405,26.1745337,68.81425027,61.13139183,12.56667591,58.98452696,0.030290692,0.081007064,12.70348931,2.14402917,8,FALSE,276,277,276,Female,Mandarin,0.1246,-0.9486,0.7721,-0.8517,0.388,-0.4534,0.0969,-0.3981,-0.7184,-0.7694,-0.8155,0.466,-0.171,0.6343,0.2603,-0.6316,-0.471,6,0.333333333,9.2,48.47,1,1,92.7,11,9.07,3,2,9.2,8.3,12.05,0,8,48.47,0,0,0,0,0,0,0,0.166666667,0.333333333
67,137,p370p371-part2_ch1_807.850570_818.428790_q23_T_F,ok ha um did you ever cheat on test in high school,10.57823129,83.20208422,590.8762653,205.0444287,80.03201688,195.2240149,242.6203774,0.216318786,30.35728877,81.6379674,68.93703595,16.38348283,41.00955723,0.024112413,0.080152666,11.46051496,1.134405145,12,FALSE,370,371,371,Female,Mandarin,1.9668,-0.7585,0.9986,-0.0717,0.7489,-0.1636,-0.7448,-1.905,-0.3009,1.2232,0.5786,1.4489,-2.1027,0.1762,0.2341,-0.9309,-1.3205,15,0.2,6.49,81.63,1,1,113.6,20,8.67,7.5,2,6.49,6.2,6.89,0,5.6,81.63,0,0,0,0,0.066666667,0.066666667,0,0,0
68,138,p556p557-part1_ch2_85.063200_85.975930_q7_F_T,what kind of foodss,0.912721088,78.73731353,133.573836,104.5121174,12.24432824,103.5401899,183.6014318,0.363636364,21.7288469,68.60277292,61.90902808,11.41013356,58.7681252,0.027119495,0.082449507,8.591640223,4.382499814,4,TRUE,556,557,556,Male,Mandarin,-0.7368,-0.3783,-1.2842,-0.6326,-0.9961,-0.4196,-0.6079,-0.8396,-1.1354,-0.7625,-0.578,0.1602,-0.0133,-0.2981,-0.3539,-0.9934,1.3808,16,0.125,6.4,89.08,0,1,118.5,19,6.4,7,2,6.4,1.6,0.93,0,4.8,89.08,0.125,0,0,0,0,0,0,0.125,0
69,140,p274p275-part2_ch1_270.720450_271.870450_q13_T_T,oh i see o,1.15,101.4732139,149.2096012,112.9163199,10.66230911,109.9048645,184.9077169,0.491071429,33.27425027,66.45366942,59.55761488,9.72671981,54.78025334,0.033502387,0.078975591,10.2836204,3.47826087,4,TRUE,274,275,275,Male,Mandarin,-0.673,0.1671,-1.1948,-0.469,-1.0416,-0.2993,-0.6049,-0.1753,0.0168,-1.0965,-0.9979,-0.2733,-0.4419,0.1752,-0.4608,-0.586,0.6199,6,0.333333333,9.2,48.47,1,1,92.7,11,9.07,3,2,9.2,8.3,12.05,0,8,48.47,0,0,0,0,0,0,0,0.166666667,0.333333333
70,143,p508p509-part2_ch1_146.527690_146.947630_q4_F_T,okay,0.419931973,109.7149919,265.1870562,211.4693701,55.81165747,235.4214074,1155.658914,0.710526316,39.91854583,63.14523423,58.37510584,5.949727337,57.66295572,0.03751503,0.086652756,12.38715828,2.381338085,1,TRUE,508,509,509,Female,Mandarin,-0.7663,-0.1224,-0.865,0.0534,0.0519,0.5964,1.3535,0.6711,0.6533,-1.6503,-1.3078,-1.2379,-0.3131,1.17,0.434,-0.7078,-0.2713,9,0.111111111,5.84,96.18,1,1,125.7,11,8.04,4.5,1,5.84,5.6,8.03,0,2.1,96.18,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0
71,145,p524p525-part1_ch2_773.023775_774.329131_q11_F_T,mm hm mm hm,1.305351474,80.44233117,349.142038,237.5776145,47.51633144,239.307629,851.5083582,0.566929134,33.08010698,72.18653368,67.76369144,12.14854524,65.01059205,0.013927266,0.060303024,22.24083939,3.064308793,4,TRUE,524,525,524,Female,Mandarin,-0.5281,-0.8247,-0.3846,0.5615,-0.1868,0.6699,0.6545,-0.0774,-0.0292,-0.2454,0.369,0.3584,0.4766,-0.579,-0.3766,1.6646,0.3033,9,0.111111111,5.84,96.18,1,1,125.7,11,8.04,4.5,1,5.84,5.6,8.03,0,2.1,96.18,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0
72,147,p236p237-part1_ch2_1217.917560_1218.295590_q23_T_F,uh huh,0.378027211,107.1714886,130.9729359,118.2629755,6.222526824,117.5108578,160.5718438,1,59.63246128,67.70137728,65.30333381,1.992779369,65.08649384,0.014001636,0.082215485,18.92600196,5.290624438,2,FALSE,236,237,236,Male,Mandarin,-0.8807,0.3038,-1.2991,-0.3649,-1.1694,-0.1555,-0.6609,2.4775,2.6475,-0.9026,0.0283,-2.2648,0.6657,-1.2708,-0.3611,1.4947,2.1449,9,0,0.45,113.1,0,1,137.7,9,3.6,3.5,0,0.45,-0.3,1.59,0,-0.4,113.1,0.111111111,0,0,0,0,0,0.111111111,0,0
73,152,p436p437-part2_ch1_416.044940_416.589340_q15_T_T,why,0.544399093,217.8494289,277.6788824,235.403638,16.29471353,228.9097303,396.7139508,0.705882353,40.14486322,69.49120124,65.64490273,8.703461818,65.13696795,0.01691846,0.075387012,13.9770737,1.836887704,1,TRUE,436,437,437,Female,Mandarin,-0.7328,2.4718,-0.7935,0.5192,-1.0853,0.4733,-0.3906,0.6469,0.6759,-0.6642,-0.0094,-0.5288,0.4902,-0.3572,0.0875,-0.325,-0.7294,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-4,-10.31,0,-3.1,120.21,0,0,0.5,0,0,0,0,0,0
74,155,p494p495-part1_ch2_1070.133410_1070.533410_q20_F_F,okay,0.4,110.4615037,147.0114447,131.9346691,12.03436787,133.2361253,453.7214485,0.540540541,43.79041605,66.0712913,63.48714569,6.81393636,64.68994264,0.028997812,0.088188349,12.17844135,2.5,1,FALSE,494,495,494,Male,Mandarin,-0.8748,0.3828,-1.2073,-0.0989,-1.0021,0.1418,0.0128,0.0825,1.0664,-1.1559,-0.2961,-1.0233,0.6231,-0.1588,-0.1774,-0.1298,-0.2032,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
75,156,p490p491-part2_ch1_327.464570_332.796000_q20_T_T,"[""and um do they um you're in the same room or in different rooms""]",5.331428571,75.37115149,220.0171736,161.0311858,40.97214099,176.3100526,271.3555057,0.745283019,32.54921398,83.23101919,74.88151612,13.22871332,73.79333036,0.012757935,0.044773519,22.7321602,2.625937835,14,TRUE,490,491,491,Female,Mandarin,0.5551,-0.9464,-1.1235,-0.9283,-0.3751,-0.5212,-0.6787,0.8522,-0.0822,1.4707,1.6403,0.6365,1.4204,-0.6657,-0.8544,1.7829,-0.0655,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
76,158,p442p443-part2_ch1_32.443640_33.103640_q2_F_T,oh,0.66,101.4450917,139.9136502,107.4742994,7.154849251,104.681443,162.46095,0.920634921,37.06839919,54.14264244,47.18819567,5.438795986,41.11136833,0.022593183,0.129756985,7.281637009,1.515151515,1,TRUE,442,443,443,Male,Mandarin,-0.8048,0.1664,-1.248,-0.5749,-1.1426,-0.398,-0.6565,2.0638,0.3955,-3.0094,-3.2071,-1.3774,-1.9108,-0.6337,1.1015,-1.3088,-1.0319,7,0.142857143,6.24,89.75,1,1,121.7,9,8.51,3.5,1,6.24,0.3,1.57,0,2.5,89.75,0,0,0,0,0,0,0,0,0
77,163,p384p385-part2_ch1_168.383000_171.963000_q3_T_T,accountant where does she work,3.58,108.8042517,450.4376762,148.1506675,56.1690323,136.6311819,267.7287549,0.301408451,32.49070899,78.9809424,68.34298665,15.76945161,40.9189803,0.021696609,0.092068903,13.67193574,1.396648045,5,TRUE,384,385,385,Male,Mandarin,-0.0192,0.343,0.5289,0.2167,0.2679,0.206,-0.4146,-1.1639,-0.0614,0.8501,0.5711,1.2828,-1.9315,-0.7002,-0.058,0.2298,-1.1316,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-4.4,-4.43,0,-1.5,116.15,0,0,0,0,0,0,0.142857143,0,0
78,164,p476p477-part2_ch1_236.806674_248.386576_q13_T_F,"[""oh so it's in your middle school mhm have you ever broken a bone""]",11.5799093,95.19772758,578.9372223,114.0225178,40.57926014,106.5809155,142.0726124,0.248700173,23.28589285,76.26213074,63.18309887,17.02393223,33.18196713,0.021543265,0.072481283,15.49011147,1.208990471,14,FALSE,476,477,477,Male,Mandarin,2.1332,0.0166,1.2642,-0.4475,-0.1807,-0.3621,-0.7034,-1.4387,-0.98,0.4276,-0.3504,1.6058,-2.763,-0.7116,-0.6606,0.6675,-1.2895,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-2.2,-22.21,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
